face_label,face_encoding,matched_shots,count,matched_videos,vid_appearance_count
face_88,"[-0.09735165  0.15016524  0.05346725 -0.01115272 -0.09471612  0.0184181
 -0.0405855  -0.03599724  0.17444065 -0.05318042  0.27209318 -0.03933505
 -0.24834399 -0.08811393 -0.04059384  0.17449364 -0.20697396 -0.12040289
  0.01551699  0.02484232  0.05455001  0.00384324  0.06020596  0.00292907
 -0.0998697  -0.38615686 -0.05604132 -0.10271458  0.05066581 -0.09521046
 -0.07353663  0.01962002 -0.17961493 -0.07877978  0.04699269  0.04008646
 -0.05394171 -0.05473066  0.24658072 -0.01078737 -0.19327809 -0.03163156
  0.01034074  0.26300406  0.13479191  0.02138899  0.00240518 -0.08022746
  0.12126794 -0.21292299  0.05576723  0.19051197  0.05035006  0.06152176
  0.02492882 -0.08161528 -0.01262382  0.11089379 -0.15100743  0.01620753
  0.04692161 -0.05243508 -0.0475315  -0.10981005  0.17970848  0.07793692
 -0.08118459 -0.20747906  0.1213851  -0.11198083 -0.08243848  0.06493355
 -0.13994506 -0.17025858 -0.28356302  0.02541654  0.36980766  0.10249685
 -0.14410299  0.05110193 -0.01776852 -0.07109477  0.04749491  0.13574153
 -0.03335922  0.05896666 -0.06856792  0.01353696  0.17114761 -0.07092243
 -0.0588699   0.17232488 -0.04070681  0.09461927  0.05850922  0.03083563
 -0.0425798   0.01117733 -0.13761087 -0.02255425  0.06424914 -0.08419128
 -0.02127694  0.13303997 -0.15593904  0.08210613 -0.01434229  0.02414145
  0.0404229   0.04183929 -0.08447769 -0.08415303  0.12150057 -0.22787133
  0.23907985  0.1661095   0.01455472  0.09593897  0.07625028  0.06652313
 -0.00413312  0.01879768 -0.16189444 -0.09580989  0.0505007   0.02116201
  0.04534307 -0.01718993]",['7288863058158472449.mp4_scene_7'],1,['7288863058158472449'],1
face_52,"[-1.03992276e-01  1.20594561e-01  6.54863045e-02 -6.54462725e-02
 -8.33695307e-02  3.36732790e-02 -3.35371271e-02 -2.81732902e-02
  2.38865122e-01 -1.17914937e-01  1.69156283e-01 -5.92127815e-03
 -2.59950519e-01 -4.28728797e-02 -1.54138058e-02  1.16520047e-01
 -1.63899317e-01 -1.32148460e-01 -5.41772135e-03 -9.10235196e-03
  3.58989388e-02  6.94169523e-03  1.14870034e-02  4.69827801e-02
 -6.78512901e-02 -3.78356755e-01 -6.83754086e-02 -2.93287709e-02
  2.32488271e-02 -8.80164802e-02 -4.65183109e-02  6.80042729e-02
 -1.64916188e-01 -1.96362585e-02 -1.56066269e-02  1.50881633e-01
 -1.61317170e-01 -5.30847013e-02  2.10076511e-01  6.42322749e-02
 -1.76721945e-01 -1.18696913e-01  8.72335583e-03  2.57621884e-01
  2.05885485e-01  5.23636453e-02 -5.54732233e-03 -7.04799443e-02
  1.26644820e-01 -3.16132307e-01  5.55614121e-02  2.30232149e-01
  9.75345969e-02  1.49135888e-01  5.34731895e-02 -1.70639217e-01
  2.22850442e-02  1.14542425e-01 -1.57973468e-01  2.34142691e-03
 -2.59357691e-03 -7.92765170e-02  2.65378505e-04 -1.57245025e-02
  2.70267874e-01  1.39088348e-01 -1.13735780e-01 -1.13033615e-01
  1.90057114e-01 -1.51135683e-01 -8.28748569e-02  9.56794918e-02
 -1.00843079e-01 -2.06093088e-01 -2.56365299e-01  2.92511582e-02
  3.44925761e-01  1.59754023e-01 -8.12929571e-02 -1.37054697e-02
 -1.03667066e-01 -6.30912781e-02  3.70350331e-02  1.10768400e-01
 -1.18505672e-01  8.57560337e-03 -7.45284334e-02  2.24352926e-02
  1.89981073e-01 -2.18722522e-02 -5.91585264e-02  1.91725805e-01
  4.79641147e-02  1.20618433e-01  1.39611643e-02  1.81186646e-02
 -2.39407122e-02  1.20475478e-02 -2.09317848e-01 -5.10002524e-02
  1.16502792e-02 -5.98326512e-02 -2.09548920e-02  1.17685005e-01
 -2.00260401e-01  1.56432688e-01  6.52243793e-02 -3.17783132e-02
 -1.02425218e-02 -4.10310477e-02 -1.45105317e-01 -2.07586884e-02
  1.47476211e-01 -2.89004385e-01  2.03147560e-01  1.81109786e-01
  7.90220946e-02  1.70119256e-01  1.02364704e-01  3.36424634e-02
  3.10381204e-02 -1.50975391e-01 -1.29609376e-01 -2.57239267e-02
  6.32281005e-02  3.94569933e-02  2.70763040e-03  2.54666060e-02]",['7292616076859313410.mp4_scene_7'],1,['7292616076859313410'],1
face_74,"[-0.05879551  0.03321433  0.03517148 -0.11812007 -0.11263701  0.02543418
 -0.05638582 -0.06103225  0.22832948 -0.10280065  0.23439011 -0.00440164
 -0.16972964 -0.00632357  0.02055913  0.15722817 -0.16709438 -0.12266938
 -0.01590934 -0.05245794  0.0008522   0.04119549  0.05623212  0.13647461
 -0.14657399 -0.39606088 -0.11396637 -0.10947144 -0.00674471 -0.03562856
 -0.02590054  0.08571593 -0.18737221 -0.02206281  0.07245432  0.0936631
 -0.07002513 -0.11765221  0.1972589   0.07594403 -0.19288841  0.05043049
  0.04482707  0.25306034  0.16146366  0.03922064  0.0640112  -0.03559563
  0.11399063 -0.22788128  0.09528139  0.18026327  0.12579602  0.01419274
  0.06027018 -0.16617808  0.01825935  0.17252156 -0.20597525  0.05089495
 -0.00658     0.00972917  0.0375056  -0.03237769  0.17694299  0.14280197
 -0.12218697 -0.11538236  0.12151454 -0.12605456 -0.02758835  0.05835988
 -0.20722082 -0.2986058  -0.20516218  0.0650413   0.38833404  0.14659604
 -0.18121924  0.02592708 -0.03919266 -0.04279598  0.02209555  0.1238773
 -0.01067143 -0.07031223 -0.06481918  0.00049956  0.22853895 -0.03036615
 -0.01350244  0.26505512 -0.00069762 -0.02035043 -0.01171305  0.0407775
 -0.08807089  0.03834543 -0.133219   -0.0136112  -0.09110646 -0.03329029
 -0.07593264  0.06906706 -0.30556464  0.13976908  0.00463837 -0.11943482
 -0.05858586  0.03687425 -0.11114096 -0.07575612  0.14493126 -0.28311384
  0.15723029  0.24935374  0.07212134  0.23446539  0.03311142  0.0377873
  0.07689171 -0.06060956 -0.13699859 -0.07962903  0.05349201 -0.0157093
 -0.01589443  0.01430974]",['7289577102972603650.mp4_scene_4'],1,['7289577102972603650'],1
face_48,"[-0.14825372  0.14276381  0.07144529 -0.03398171 -0.08105777 -0.068929
 -0.07775134 -0.13211322  0.15708458 -0.1111588   0.16377147 -0.02130143
 -0.19656129 -0.01993253 -0.04878525  0.1567975  -0.16336972 -0.18248898
 -0.079261   -0.01523674  0.02525667  0.05217768  0.07854869  0.07530501
 -0.09811521 -0.29795575 -0.05053067 -0.04950815  0.03896928 -0.00659983
 -0.060154    0.00641279 -0.25584164 -0.06091577  0.0760242   0.07204669
 -0.00785118 -0.06561946  0.1575148  -0.06118481 -0.29801443 -0.08274636
  0.12496334  0.21397914  0.26955321 -0.02373952 -0.02969174 -0.11526129
  0.15682034 -0.24809492  0.02635312  0.14239612  0.04957782  0.05226998
  0.04870138 -0.14791521  0.01851156  0.126644   -0.08750641  0.00054199
  0.07722165 -0.0740481  -0.03727554 -0.05993751  0.20570843  0.08310282
 -0.11514808 -0.21009484  0.1453241  -0.18762811 -0.01810465  0.14088987
 -0.10007433 -0.16737443 -0.28389159 -0.04612091  0.39693683  0.10880034
 -0.13015532  0.11201612 -0.05811496  0.03358534  0.03878443  0.14258927
 -0.06025461  0.09297886 -0.09729504  0.00466412  0.25500464 -0.02377427
 -0.04070786  0.21652821 -0.03129785  0.01739462  0.09460643  0.08667582
 -0.09715728 -0.05650505 -0.21370378 -0.04791655  0.01177993 -0.02266988
 -0.02185287  0.12109733 -0.14263447  0.09311847 -0.02247658  0.0551853
  0.01670383 -0.00051533 -0.03878929 -0.09230189  0.08069868 -0.17851318
  0.19054505  0.08945052  0.01505207  0.13309461  0.09020458  0.08567153
  0.00570536  0.01037534 -0.0851972  -0.07977492  0.07301888 -0.05475621
  0.09916803 -0.01239329]",['7292514451108973826.mp4_scene_3'],1,['7292514451108973826'],1
face_84,"[-1.25202700e-01 -1.99488103e-02  2.79222615e-02 -3.16370130e-02
 -1.48753777e-01  5.87159619e-02  2.28632893e-02 -1.07242763e-01
  1.43132359e-01 -1.25042528e-01  1.87918961e-01 -1.09799758e-01
 -3.07794720e-01  5.06533608e-02 -2.32774839e-02  1.33426636e-01
 -8.22940320e-02 -6.51866719e-02 -1.27648026e-01 -7.72244632e-02
  9.49789211e-02  5.82039393e-02 -1.48768835e-02  1.21364653e-01
 -9.84669104e-02 -2.62875378e-01 -5.84636256e-02 -1.53253675e-01
 -2.53452212e-02 -1.14206478e-01 -4.91760299e-02  4.52982560e-02
 -1.57634988e-01 -3.94268185e-02  4.24093753e-03  3.04387286e-02
 -5.41417077e-02 -1.31759018e-01  2.32641593e-01 -5.69269359e-02
 -1.66182950e-01 -8.55536610e-02  1.33961529e-01  1.29022360e-01
  1.29481018e-01  7.43559375e-03  7.16061890e-03 -3.92560959e-02
  1.32757038e-01 -2.78691113e-01  4.11386974e-03  1.22143954e-01
  8.66852030e-02  6.76851422e-02  1.10616624e-01 -2.38071114e-01
 -4.15772200e-04  1.79049298e-01 -1.86249197e-01  1.60413846e-01
  2.58354321e-02 -5.59111387e-02 -4.92619760e-02 -4.47731242e-02
  2.11469546e-01  8.34291056e-02 -1.23998895e-01 -1.71382040e-01
  1.80509999e-01 -1.81371510e-01 -4.55386788e-02  1.29794955e-01
 -1.57058209e-01 -2.83342451e-01 -1.90208018e-01  4.69103307e-02
  4.14652824e-01  1.61797464e-01 -1.84309125e-01  3.05959396e-02
 -4.36111279e-02 -8.86782855e-02  8.12951326e-02  1.03891581e-01
  7.32900575e-02 -5.48082367e-02 -7.01887757e-02 -3.77266109e-03
  1.98389754e-01 -1.72874629e-02  2.64337827e-02  3.23523611e-01
  5.00632077e-03 -5.26388809e-02 -2.87175807e-03  5.04144654e-02
 -1.15540102e-01 -1.22537315e-02 -9.87087265e-02  1.89910084e-03
  1.01758689e-02 -8.11680853e-02  2.06574798e-04  7.00213984e-02
 -1.61113098e-01  9.92199853e-02 -9.85172614e-02 -2.32594647e-02
 -6.86778426e-02 -7.22242743e-02 -1.59424856e-01  2.51860321e-02
  1.93191037e-01 -2.81990647e-01  1.07847556e-01  1.25308603e-01
  2.51275860e-02  1.31382301e-01  2.63195336e-02  9.46081802e-02
  1.23564869e-01 -1.35158002e-03 -2.60913730e-01 -8.11252892e-02
  1.05200306e-01 -7.66759217e-02 -4.35608774e-02  1.96393728e-02]","['7289300995413249282.mp4_scene_1', '7289300995413249282.mp4_scene_5']",2,['7289300995413249282'],1
face_56,"[-1.30300835e-01  9.53626484e-02  4.02334705e-03 -4.64439690e-02
 -9.07937214e-02 -1.10911429e-02 -3.25259529e-02 -5.85665107e-02
  1.04227945e-01 -8.07480887e-03  2.80571342e-01 -3.68294865e-02
 -2.45327324e-01  4.84161489e-02 -5.79017624e-02  1.37265667e-01
 -1.06332138e-01 -2.02887096e-02 -1.91656187e-01 -1.34341538e-01
 -3.61468643e-04  4.62945402e-02  3.90496887e-02  4.35577780e-02
 -6.98805153e-02 -2.94184178e-01 -1.05369672e-01 -5.35828769e-02
  9.20209438e-02 -1.03046760e-01  2.64471956e-03 -2.48573273e-02
 -2.32441336e-01 -1.25856221e-01  5.98865859e-02 -2.46206354e-02
 -1.23352095e-01 -8.82929936e-02  2.31498510e-01  4.28830869e-02
 -1.21241719e-01  5.31732738e-02  1.14062019e-01  2.90500343e-01
  1.30566135e-01  8.05375874e-02  1.36825256e-02 -1.00081071e-01
  7.42242485e-02 -2.59548694e-01  1.50749177e-01  1.36451676e-01
  1.70738757e-01  5.29190078e-02  9.23753008e-02 -1.44309640e-01
  1.29118562e-03  1.28978133e-01 -1.60471320e-01  6.16852939e-02
  6.18519485e-02  3.31046432e-02 -8.48035067e-02 -1.10754050e-01
  1.81336954e-01  1.72660202e-01 -1.06343195e-01 -1.53195053e-01
  1.39437854e-01 -7.94555321e-02  1.09555572e-03  8.66689608e-02
 -1.13146573e-01 -2.01823518e-01 -2.74389982e-01  1.25425607e-01
  4.49786544e-01  1.01305775e-01 -1.47444427e-01 -2.45153531e-03
 -5.12728207e-02 -7.20010772e-02  2.61255801e-02  3.75606865e-02
 -1.23578541e-01 -7.97527209e-02 -8.19292665e-03  8.17309618e-02
  1.64984286e-01 -6.26312569e-02 -8.35066587e-02  1.60865694e-01
  1.50020160e-02 -2.79261544e-02  2.25034282e-02  9.00767967e-02
 -1.55386657e-01 -4.01420631e-02 -1.14799999e-01 -9.36357677e-03
  5.56351915e-02 -4.35345471e-02 -7.72710145e-03  9.98824090e-02
 -1.64105609e-01  1.40589148e-01  9.24976170e-03 -9.69283283e-02
  8.86143744e-03  3.91620249e-02 -1.10273838e-01 -6.51104152e-02
  1.14489913e-01 -2.41263360e-01  2.24564806e-01  1.47536069e-01
 -1.14028575e-02  1.03016764e-01  8.07146579e-02  6.61319047e-02
  6.07708022e-02  8.38516951e-02 -1.38887972e-01 -1.19441941e-01
  6.65399581e-02 -1.26960129e-02  1.69856846e-02  5.44518232e-04]",['7291847464129449217.mp4_scene_12'],1,['7291847464129449217'],1
face_40,"[-0.06714083  0.09465253  0.16155535 -0.05510306 -0.13568801  0.00531406
 -0.05972351 -0.08831097  0.14066365 -0.0997502   0.18594843  0.02765481
 -0.23518607  0.03664731 -0.04885169  0.09752259 -0.12759763 -0.14028174
 -0.13803883 -0.18823901 -0.06951234  0.12483174 -0.02820896 -0.07152364
 -0.15754649 -0.2499385  -0.05016216 -0.06067117 -0.00427041 -0.21188274
  0.11836889  0.05439853 -0.17349821 -0.02887798  0.03168751  0.01295114
 -0.02732024 -0.05277283  0.23800653  0.096638   -0.20144969  0.03797768
  0.10027252  0.34152859  0.22428049 -0.07287024 -0.06622068 -0.0316945
  0.14761356 -0.24597418  0.02817876  0.13770917  0.1771743   0.08442597
  0.08636492 -0.1413634   0.0472239   0.13459301 -0.2162488   0.11551423
  0.13409607 -0.20478462 -0.03178558  0.04902048  0.1558606   0.09126638
 -0.0947565  -0.14330105  0.11936028 -0.09661105 -0.07351663  0.10220639
 -0.09664179 -0.09994578 -0.29972672  0.01030278  0.38007146  0.03592153
 -0.23636565 -0.04750847 -0.06561699  0.01285115  0.05281789  0.04997563
 -0.10737186 -0.0903367  -0.02565531  0.0481701   0.21803957  0.05034468
 -0.12528194  0.14400057  0.00175581 -0.06131886  0.0678502   0.07927119
 -0.12222575 -0.08222636 -0.13988602 -0.02254207 -0.01671863 -0.14434393
 -0.01458722  0.11039317 -0.23317787  0.22935022  0.03975891 -0.07614676
 -0.05127448 -0.00394355 -0.05220659  0.08190429  0.2221745  -0.29687193
  0.28632069  0.18352973 -0.01929341  0.13426334  0.04720844 -0.00850144
 -0.0554198   0.00539923 -0.03969824 -0.16341075 -0.05290454 -0.04070051
  0.11673614  0.03009187]","['7293342488759225602.mp4_scene_1', '7293342488759225602.mp4_scene_3']",2,['7293342488759225602'],1
face_54,"[-9.39745232e-02  9.64188725e-02  5.45336679e-02 -1.30141020e-01
 -9.16553736e-02 -3.28860208e-02  2.02175602e-02 -1.34506613e-01
  1.78457901e-01 -9.42365974e-02  2.30343699e-01 -2.48648152e-02
 -3.14290434e-01 -9.99331549e-02 -6.00500852e-02  2.15999737e-01
 -1.58574224e-01 -1.69506058e-01 -1.04428515e-01 -3.63559872e-02
  4.99173366e-02  3.61384712e-02  7.36354664e-02  7.93470144e-02
 -1.15389451e-01 -2.22718239e-01 -1.13690205e-01 -5.84499463e-02
 -1.02489218e-02 -7.22163618e-02  2.02922784e-02  1.93285882e-01
 -1.30276173e-01 -1.34288296e-02  4.67540473e-02  2.21737251e-02
 -1.03006586e-02 -1.93656802e-01  2.25561470e-01 -1.01009123e-02
 -1.96315959e-01 -8.10108334e-02  1.03575155e-01  2.26801708e-01
  2.02900559e-01 -8.97790790e-02  4.32393663e-02 -2.96636224e-02
  7.87780806e-02 -3.94774944e-01  4.13654465e-03  1.28277048e-01
  4.38098013e-02  5.10270968e-02  1.10877693e-01 -2.05074579e-01
  2.76374519e-02  1.52054667e-01 -1.74359053e-01  4.74384017e-02
 -1.80699602e-02 -1.52458981e-01 -3.30537297e-02 -1.14481047e-01
  1.54354736e-01  1.48924619e-01 -1.21293396e-01 -1.85312867e-01
  2.15219930e-01 -1.37890682e-01 -4.98365089e-02  1.62908405e-01
 -1.56637847e-01 -1.74000919e-01 -2.23185718e-01 -2.60312408e-02
  4.15811419e-01  1.88414648e-01 -1.15967572e-01  6.35560974e-02
 -1.13836899e-01 -6.39866665e-02 -6.21659085e-02  6.63015172e-02
  3.17122787e-04 -7.75415376e-02 -1.28384396e-01  7.48306513e-04
  2.54737079e-01 -7.37460330e-02 -3.60464826e-02  3.30380410e-01
  1.70537606e-02 -2.98135653e-02 -2.64201164e-02  3.58238816e-04
 -1.47916302e-02  9.28290002e-03 -8.58590752e-02  3.17444503e-02
 -3.16047817e-02 -1.25330433e-01 -3.95822078e-02  1.07251421e-01
 -1.57694295e-01  6.35738373e-02 -1.81733668e-02 -1.48861706e-02
 -5.54193109e-02 -5.35786152e-02 -9.03994888e-02  1.11880749e-02
  1.40102446e-01 -2.73382336e-01  1.56601384e-01  1.79102361e-01
  5.45152836e-02  1.12290047e-01  2.78816074e-02  9.77747440e-02
  6.99222758e-02 -1.09708019e-01 -8.90003219e-02 -1.03585295e-01
  9.39318836e-02 -5.11327833e-02 -3.50687802e-02  5.26964292e-02]",['7291847464129449217.mp4_scene_12'],1,['7291847464129449217'],1
face_61,"[-0.07319049 -0.01655457  0.00879503 -0.07124996 -0.08983115  0.02699635
  0.00974018 -0.02405453  0.16646211 -0.02033045  0.17834121  0.1134757
 -0.28640553 -0.08966979  0.01167978  0.06616542 -0.13671511  0.00409462
 -0.08819647 -0.06816095  0.09516975 -0.01492702  0.10033678 -0.00874784
 -0.10204365 -0.24562341 -0.07958631 -0.1054926   0.07646867 -0.12051991
  0.01200888  0.02873852 -0.13314302 -0.13611025  0.0450929   0.09835643
 -0.03672262 -0.10444969  0.14575714  0.00996621 -0.09680559  0.03118967
 -0.01571049  0.2412698   0.19401863  0.04486957  0.00147432 -0.07791799
  0.1622026  -0.33656687  0.09218916  0.0921762   0.14139886  0.0239426
  0.12986967 -0.18995115  0.14823161  0.16108409 -0.27688065  0.11537404
  0.02064098 -0.04497909 -0.04545614 -0.00725868  0.14775778  0.13229671
 -0.13504192 -0.10506141  0.1790282  -0.06168661  0.00278983  0.06731881
 -0.1811699  -0.21931538 -0.20913494  0.03688225  0.38645148  0.19672684
 -0.22077909 -0.00931574 -0.13134138  0.05874544  0.05599327  0.04955762
 -0.0441477  -0.09270331 -0.07541361  0.01962715  0.07060602 -0.02736116
 -0.0841869   0.27217889  0.06447065  0.03521178  0.05182986  0.03742663
 -0.08863089  0.0036262  -0.16191584 -0.0538592   0.1194309  -0.17138192
  0.05527741  0.11219198 -0.2121184   0.15817806 -0.00839009  0.00450663
  0.08455428 -0.09543896 -0.10110978  0.06798448  0.16833276 -0.32057643
  0.2972213   0.26265669  0.05284181  0.11405043  0.0320311   0.02211709
  0.06739157 -0.03634772 -0.1615126  -0.06222431 -0.02265023 -0.07270469
 -0.03008169  0.01949936]","['7292023312455077121.mp4_scene_1', '7292023312455077121.mp4_scene_8', '7292023312455077121.mp4_scene_9', '7292023312455077121.mp4_scene_10', '7292023312455077121.mp4_scene_17', '7292023312455077121.mp4_scene_20']",6,['7292023312455077121'],1
face_71,"[-0.08842418  0.12266201  0.05589721 -0.07370073 -0.09001607  0.01650472
  0.03620083 -0.09832949  0.13540512 -0.0698645   0.23361929 -0.05910318
 -0.24948835 -0.06562214 -0.02524091  0.17501472 -0.18454799 -0.10383408
 -0.08483402 -0.03462542  0.04763095  0.06604001  0.00764227  0.03128508
 -0.04643807 -0.38389054 -0.05766116 -0.13606876  0.02686583 -0.08743845
  0.0198485  -0.01031099 -0.11940807 -0.01827694 -0.0266533   0.00464593
 -0.05873024 -0.08852784  0.18480049  0.05304559 -0.22154628  0.00452822
 -0.01167262  0.30207378  0.14967804  0.03752901  0.06150519 -0.11530867
  0.12518755 -0.24717321  0.06354342  0.10516056  0.05449996  0.03219339
  0.01495834 -0.11050408 -0.00787914  0.0992441  -0.25286651  0.08580249
  0.14805533 -0.06366505 -0.04734451 -0.0988564   0.20369932  0.12414828
 -0.14205739 -0.13521452  0.16647708 -0.16862971 -0.1174618   0.00380025
 -0.10023201 -0.16940333 -0.29959065  0.01887377  0.36738884  0.14833085
 -0.15307838 -0.07006305 -0.12272334  0.02840038  0.09035423  0.11739903
 -0.05027631 -0.0038234  -0.10137157  0.00821361  0.17460458 -0.04146782
 -0.05092146  0.2840665  -0.00582441  0.01605358 -0.0210841   0.09395976
 -0.10628362  0.03880752 -0.09427819 -0.00827634  0.06235808 -0.07488232
  0.03873797  0.13311425 -0.21033351  0.24298441 -0.03634501  0.04717999
  0.04200134 -0.0398891  -0.06588326  0.01168592  0.18115902 -0.18385606
  0.17312793  0.19632021  0.09318275  0.11648849  0.0808004   0.03052245
 -0.04025327 -0.09714782 -0.29486433 -0.05422103  0.04435914 -0.00527813
  0.03356512  0.06981292]","['7289766656803474690.mp4_scene_6', '7289766656803474690.mp4_scene_7']",2,['7289766656803474690'],1
face_44,"[-1.63568512e-01  1.51084051e-01  6.66732118e-02 -6.24106489e-02
 -1.58221945e-01  3.98285910e-02 -6.64862618e-02 -9.16847214e-02
  1.13931470e-01 -5.31966947e-02  1.72399148e-01  1.91450715e-02
 -2.43623495e-01  5.93493655e-02 -9.14318860e-02  7.59389922e-02
 -1.80560112e-01 -1.00033835e-01 -1.71738267e-01 -5.60205504e-02
  5.75083457e-02  6.42313212e-02  9.17436182e-03  2.62254626e-02
 -1.59902036e-01 -2.61651665e-01 -8.66172612e-02 -1.37416095e-01
  1.42745599e-01 -1.47625476e-01  3.11110988e-02 -1.45563245e-01
 -2.14416891e-01 -2.57864818e-02  9.64669511e-03  1.96642242e-02
 -7.51775503e-02 -6.94048032e-02  1.88148633e-01  3.55339013e-02
 -1.72011465e-01  6.07206970e-02  8.37686658e-02  2.87113428e-01
  8.54119807e-02  7.48660117e-02 -1.33941267e-02 -6.60078377e-02
  1.20416038e-01 -2.72850394e-01  8.07416216e-02  1.19606391e-01
  1.89223826e-01  9.99988690e-02  1.20962530e-01 -1.88872263e-01
  1.35950401e-01  1.63626850e-01 -2.62338668e-01  2.13074952e-01
  1.02900505e-01 -9.75426361e-02 -6.75263479e-02 -4.97905910e-03
  2.40619048e-01  1.30875990e-01 -1.30814403e-01 -1.61202714e-01
  7.94055387e-02 -1.67496070e-01 -1.39778890e-02  1.21900864e-01
 -6.80041173e-03 -1.31274402e-01 -2.29872093e-01 -2.61366367e-04
  4.33443040e-01  1.69253290e-01 -2.41692290e-01 -2.22891048e-02
 -9.78612974e-02 -3.28508578e-02  4.24414873e-02  6.66008070e-02
 -1.59320474e-01 -6.62498176e-03 -1.02899395e-01  8.67459178e-03
  1.71425700e-01 -5.85453957e-03  5.26658334e-02  2.84619063e-01
  8.29954147e-02 -1.90464109e-02  1.16353100e-02  4.21379507e-03
 -2.29999915e-01 -1.11969993e-01  9.02530178e-03 -3.64453793e-02
  2.58574560e-02 -1.17544547e-01 -8.12211633e-03  3.93960699e-02
 -2.13172376e-01  1.98679537e-01 -1.25844777e-02 -5.94797581e-02
  4.18855995e-03 -2.23022699e-03 -7.65208378e-02 -2.93066055e-02
  1.85388088e-01 -3.36769253e-01  2.52108634e-01  2.06850022e-01
  1.04987686e-02  9.58636329e-02  7.64285922e-02  2.15535313e-02
 -1.16837323e-02  7.75186121e-02 -1.21715829e-01 -1.20116644e-01
  1.49810612e-02 -2.06021100e-01  2.79114395e-02 -8.42045248e-03]","['7293789582116556034.mp4_scene_5', '7293789582116556034.mp4_scene_8']",2,['7293789582116556034'],1
face_80,"[-0.06075098  0.06539835  0.05290644 -0.04660296 -0.11154039 -0.01358356
 -0.07069026 -0.03231588  0.17785537 -0.08353542  0.17555267  0.07658874
 -0.13823034  0.07085758 -0.01855078  0.0722266  -0.15012723 -0.07471608
 -0.07436323 -0.09169577  0.02483993  0.06610294 -0.0061342   0.02409439
 -0.14458331 -0.31137419 -0.0987283  -0.10970701  0.19282629 -0.08857857
 -0.05210003 -0.05039941 -0.14543656 -0.05386442  0.09767376  0.12273647
  0.00226894 -0.10161667  0.16786127  0.05872342 -0.07198041  0.05391148
  0.00744587  0.28556737  0.08474012  0.11819859  0.0881722  -0.08562219
  0.14253229 -0.15618727  0.10691126  0.10488388  0.10460608  0.0733586
  0.06214413 -0.17015189  0.13144736  0.13335857 -0.2225541   0.12748176
  0.13665481  0.01376     0.0036519   0.0374039   0.24781205  0.05621835
 -0.06236959 -0.13076906  0.1167855  -0.14971784 -0.02729963 -0.02007672
 -0.12601934 -0.11994864 -0.14828363  0.06270348  0.46999353  0.23451218
 -0.158067    0.04839874 -0.09227826 -0.03432535  0.11794668  0.01554966
 -0.11938658 -0.02683023 -0.11001101  0.05778095  0.25176784  0.04123589
  0.02265632  0.15396008  0.05239459  0.03006051  0.0026976  -0.06169635
 -0.2090404  -0.00248813 -0.05570777 -0.09001233  0.03700519 -0.02667867
  0.04855762  0.15101409 -0.24712212  0.18451586 -0.03822753 -0.07083656
  0.04692776  0.10793625 -0.11727106 -0.08793981  0.15959495 -0.19740744
  0.18972789  0.22612368  0.12315805  0.12770136  0.06090173  0.04955284
  0.0478886   0.06183572 -0.17303519 -0.07982117 -0.0168211  -0.08339652
  0.07420082  0.01894787]","['7290500266414132481.mp4_scene_1', '7290500266414132481.mp4_scene_2', '7290500266414132481.mp4_scene_3', '7290500266414132481.mp4_scene_4', '7290500266414132481.mp4_scene_5', '7290500266414132481.mp4_scene_7', '7290500266414132481.mp4_scene_8', '7290500266414132481.mp4_scene_9', '7290500266414132481.mp4_scene_10', '7290500266414132481.mp4_scene_12', '7290500266414132481.mp4_scene_13', '7290500266414132481.mp4_scene_16', '7290500266414132481.mp4_scene_17', '7290500266414132481.mp4_scene_18']",14,['7290500266414132481'],1
